EmployeeID,FirstName,LastName,Position,StoreID,HireDate
558,First_558,Last_558,Manager,558,2022-09-12
559,First_559,Last_559,Manager,559,2024-04-06
560,First_560,Last_560,Technician,560,2023-06-30
561,First_561,Last_561,Technician,561,2022-10-14
562,First_562,Last_562,Manager,562,2022-08-06
563,First_563,Last_563,Cashier,563,2023-09-05
564,First_564,Last_564,Manager,564,2023-07-03
565,First_565,Last_565,Sales Rep,565,2023-10-16
566,First_566,Last_566,Manager,566,2022-10-05
567,First_567,Last_567,Manager,567,2022-12-29
568,First_568,Last_568,Cashier,568,2022-12-01
569,First_569,Last_569,Cashier,569,2023-10-07
570,First_570,Last_570,Manager,570,2022-06-03
571,First_571,Last_571,Sales Rep,571,2023-11-19
572,First_572,Last_572,Technician,572,2024-07-07
573,First_573,Last_573,Sales Rep,573,2022-04-24
574,First_574,Last_574,Manager,574,2024-07-04
575,First_575,Last_575,Cashier,575,2023-02-10
576,First_576,Last_576,Manager,576,2024-04-09
577,First_577,Last_577,Manager,577,2024-06-23
578,First_578,Last_578,Sales Rep,578,2022-07-21
579,First_579,Last_579,Manager,579,2023-04-02
580,First_580,Last_580,Cashier,580,2024-07-10
581,First_581,Last_581,Cashier,581,2024-02-29
582,First_582,Last_582,Technician,582,2022-08-10
583,First_583,Last_583,Cashier,583,2024-01-15
584,First_584,Last_584,Manager,584,2022-03-07
585,First_585,Last_585,Manager,585,2022-05-18
586,First_586,Last_586,Technician,586,2022-04-09
587,First_587,Last_587,Manager,587,2022-07-07
588,First_588,Last_588,Manager,588,2022-11-28
589,First_589,Last_589,Sales Rep,589,2023-06-21
590,First_590,Last_590,Technician,590,2022-10-17
591,First_591,Last_591,Technician,591,2024-05-16
592,First_592,Last_592,Manager,592,2024-01-19
593,First_593,Last_593,Sales Rep,593,2022-07-03
594,First_594,Last_594,Manager,594,2022-02-11
595,First_595,Last_595,Manager,595,2023-05-19
596,First_596,Last_596,Cashier,596,2022-09-06
597,First_597,Last_597,Sales Rep,597,2024-03-18
598,First_598,Last_598,Technician,598,2024-02-15
599,First_599,Last_599,Sales Rep,599,2022-08-19
600,First_600,Last_600,Manager,600,2024-06-16
601,First_601,Last_601,Technician,601,2024-04-12
602,First_602,Last_602,Manager,602,2023-10-12
603,First_603,Last_603,Cashier,603,2022-10-31
604,First_604,Last_604,Manager,604,2022-11-30
605,First_605,Last_605,Cashier,605,2022-11-26
606,First_606,Last_606,Cashier,606,2022-07-22
607,First_607,Last_607,Sales Rep,607,2024-06-20
608,First_608,Last_608,Manager,608,2022-07-27
609,First_609,Last_609,Cashier,609,2022-06-23
610,First_610,Last_610,Sales Rep,610,2023-09-03
611,First_611,Last_611,Manager,611,2024-02-02
612,First_612,Last_612,Technician,612,2022-08-08
613,First_613,Last_613,Cashier,613,2022-06-29
614,First_614,Last_614,Technician,614,2022-12-20
615,First_615,Last_615,Sales Rep,615,2022-03-01
616,First_616,Last_616,Technician,616,2022-02-11
617,First_617,Last_617,Sales Rep,617,2022-05-02
618,First_618,Last_618,Cashier,618,2024-01-26
619,First_619,Last_619,Technician,619,2022-04-07
620,First_620,Last_620,Cashier,620,2024-01-21
621,First_621,Last_621,Cashier,621,2023-05-24
622,First_622,Last_622,Manager,622,2023-04-24
623,First_623,Last_623,Sales Rep,623,2023-03-02
624,First_624,Last_624,Technician,624,2023-03-14
625,First_625,Last_625,Cashier,625,2023-06-23
626,First_626,Last_626,Technician,626,2023-04-25
627,First_627,Last_627,Technician,627,2022-03-19
628,First_628,Last_628,Manager,628,2023-03-09
629,First_629,Last_629,Sales Rep,629,2022-07-07
630,First_630,Last_630,Technician,630,2022-05-21
631,First_631,Last_631,Sales Rep,631,2023-12-09
632,First_632,Last_632,Manager,632,2022-08-24
633,First_633,Last_633,Technician,633,2023-02-22
634,First_634,Last_634,Technician,634,2022-06-19
635,First_635,Last_635,Manager,635,2023-02-03
636,First_636,Last_636,Cashier,636,2022-08-21
637,First_637,Last_637,Cashier,637,2023-12-31
638,First_638,Last_638,Technician,638,2023-02-11
639,First_639,Last_639,Cashier,639,2023-01-14
640,First_640,Last_640,Cashier,640,2023-02-19
641,First_641,Last_641,Sales Rep,641,2024-04-13
642,First_642,Last_642,Cashier,642,2024-01-12
643,First_643,Last_643,Technician,643,2023-01-07
644,First_644,Last_644,Cashier,644,2022-09-05
645,First_645,Last_645,Cashier,645,2022-04-24
646,First_646,Last_646,Technician,646,2022-03-31
647,First_647,Last_647,Cashier,647,2022-02-20
648,First_648,Last_648,Cashier,648,2023-07-26
649,First_649,Last_649,Manager,649,2022-12-29
650,First_650,Last_650,Cashier,650,2022-11-13
651,First_651,Last_651,Technician,651,2022-11-10
652,First_652,Last_652,Sales Rep,652,2024-02-10
653,First_653,Last_653,Technician,653,2022-08-30
654,First_654,Last_654,Manager,654,2023-06-27
655,First_655,Last_655,Sales Rep,655,2022-10-12
656,First_656,Last_656,Technician,656,2024-03-17
657,First_657,Last_657,Sales Rep,657,2022-03-27
658,First_658,Last_658,Cashier,658,2024-04-06
659,First_659,Last_659,Cashier,659,2022-08-07
660,First_660,Last_660,Manager,660,2022-03-26
661,First_661,Last_661,Cashier,661,2022-08-05
662,First_662,Last_662,Technician,662,2024-02-14
663,First_663,Last_663,Technician,663,2023-10-27
664,First_664,Last_664,Cashier,664,2023-12-21
665,First_665,Last_665,Cashier,665,2023-11-04
666,First_666,Last_666,Sales Rep,666,2024-02-25
667,First_667,Last_667,Sales Rep,667,2023-07-16
668,First_668,Last_668,Technician,668,2023-04-19
669,First_669,Last_669,Cashier,669,2023-11-27
670,First_670,Last_670,Sales Rep,670,2023-10-24
671,First_671,Last_671,Technician,671,2022-03-15
672,First_672,Last_672,Manager,672,2023-06-22
673,First_673,Last_673,Technician,673,2022-05-20
674,First_674,Last_674,Technician,674,2022-11-02
675,First_675,Last_675,Technician,675,2023-10-16
676,First_676,Last_676,Technician,676,2023-06-17
677,First_677,Last_677,Cashier,677,2022-03-24
678,First_678,Last_678,Sales Rep,678,2022-10-03
679,First_679,Last_679,Cashier,679,2023-08-30
680,First_680,Last_680,Cashier,680,2023-05-02
681,First_681,Last_681,Sales Rep,681,2023-05-07
682,First_682,Last_682,Manager,682,2022-08-13
683,First_683,Last_683,Manager,683,2022-06-17
684,First_684,Last_684,Technician,684,2023-11-26
685,First_685,Last_685,Sales Rep,685,2024-04-02
686,First_686,Last_686,Technician,686,2022-06-15
687,First_687,Last_687,Technician,687,2023-10-05
688,First_688,Last_688,Technician,688,2023-11-16
689,First_689,Last_689,Sales Rep,689,2022-04-26
690,First_690,Last_690,Technician,690,2022-03-04
691,First_691,Last_691,Sales Rep,691,2023-12-28
692,First_692,Last_692,Sales Rep,692,2022-03-02
693,First_693,Last_693,Sales Rep,693,2023-08-17
694,First_694,Last_694,Manager,694,2023-12-22
695,First_695,Last_695,Technician,695,2023-09-29
696,First_696,Last_696,Technician,696,2022-06-02
697,First_697,Last_697,Sales Rep,697,2024-03-13
698,First_698,Last_698,Cashier,698,2022-12-07
699,First_699,Last_699,Technician,699,2024-04-01
700,First_700,Last_700,Manager,700,2022-05-16
701,First_701,Last_701,Sales Rep,701,2022-11-10
702,First_702,Last_702,Technician,702,2024-02-05
703,First_703,Last_703,Sales Rep,703,2024-01-24
704,First_704,Last_704,Sales Rep,704,2024-01-13
705,First_705,Last_705,Technician,705,2024-03-12
706,First_706,Last_706,Manager,706,2024-03-20
707,First_707,Last_707,Technician,707,2023-09-02
708,First_708,Last_708,Cashier,708,2022-10-30
709,First_709,Last_709,Manager,709,2022-12-05
710,First_710,Last_710,Sales Rep,710,2023-01-16
711,First_711,Last_711,Sales Rep,711,2022-12-20
712,First_712,Last_712,Technician,712,2023-05-08
713,First_713,Last_713,Cashier,713,2023-04-30
714,First_714,Last_714,Technician,714,2023-03-02
715,First_715,Last_715,Cashier,715,2024-06-09
716,First_716,Last_716,Manager,716,2024-02-26
717,First_717,Last_717,Manager,717,2024-02-20
718,First_718,Last_718,Technician,718,2022-12-02
719,First_719,Last_719,Manager,719,2023-01-04
720,First_720,Last_720,Manager,720,2022-07-22
721,First_721,Last_721,Sales Rep,721,2022-07-04
722,First_722,Last_722,Cashier,722,2023-05-23
723,First_723,Last_723,Cashier,723,2023-07-09
724,First_724,Last_724,Technician,724,2023-08-19
725,First_725,Last_725,Manager,725,2022-08-01
726,First_726,Last_726,Cashier,726,2023-07-02
727,First_727,Last_727,Technician,727,2024-01-30
728,First_728,Last_728,Manager,728,2022-02-06
729,First_729,Last_729,Technician,729,2023-06-21
730,First_730,Last_730,Manager,730,2024-03-11
731,First_731,Last_731,Manager,731,2023-02-11
732,First_732,Last_732,Cashier,732,2022-04-11
733,First_733,Last_733,Technician,733,2023-01-12
734,First_734,Last_734,Sales Rep,734,2022-11-05
735,First_735,Last_735,Sales Rep,735,2024-05-28
736,First_736,Last_736,Cashier,736,2022-05-01
737,First_737,Last_737,Sales Rep,737,2022-05-27
738,First_738,Last_738,Cashier,738,2023-10-19
739,First_739,Last_739,Manager,739,2023-05-14
740,First_740,Last_740,Manager,740,2022-11-11
741,First_741,Last_741,Cashier,741,2022-07-15
742,First_742,Last_742,Manager,742,2022-07-25
743,First_743,Last_743,Technician,743,2022-09-26
744,First_744,Last_744,Technician,744,2024-04-13
745,First_745,Last_745,Sales Rep,745,2022-03-30
746,First_746,Last_746,Technician,746,2023-04-24
747,First_747,Last_747,Technician,747,2022-04-22
748,First_748,Last_748,Cashier,748,2023-05-12
749,First_749,Last_749,Manager,749,2023-07-30
750,First_750,Last_750,Cashier,750,2022-04-13
751,First_751,Last_751,Technician,751,2023-08-29
752,First_752,Last_752,Sales Rep,752,2022-10-05
753,First_753,Last_753,Sales Rep,753,2022-11-03
754,First_754,Last_754,Cashier,754,2022-08-03
755,First_755,Last_755,Cashier,755,2022-12-01
756,First_756,Last_756,Cashier,756,2022-02-18
757,First_757,Last_757,Sales Rep,757,2022-11-18
758,First_758,Last_758,Manager,758,2023-06-12
759,First_759,Last_759,Sales Rep,759,2023-09-21
760,First_760,Last_760,Cashier,760,2024-01-26
761,First_761,Last_761,Technician,761,2022-02-09
762,First_762,Last_762,Manager,762,2022-11-15
763,First_763,Last_763,Technician,763,2023-08-07
764,First_764,Last_764,Cashier,764,2022-10-10
765,First_765,Last_765,Cashier,765,2024-03-23
766,First_766,Last_766,Sales Rep,766,2024-06-09
767,First_767,Last_767,Cashier,767,2022-07-02
768,First_768,Last_768,Technician,768,2023-08-15
769,First_769,Last_769,Cashier,769,2023-06-14
770,First_770,Last_770,Technician,770,2022-04-06
771,First_771,Last_771,Sales Rep,771,2022-03-21
772,First_772,Last_772,Cashier,772,2022-12-26
773,First_773,Last_773,Cashier,773,2024-02-23
774,First_774,Last_774,Cashier,774,2024-03-04
775,First_775,Last_775,Sales Rep,775,2023-08-07
776,First_776,Last_776,Cashier,776,2024-01-25
777,First_777,Last_777,Manager,777,2022-03-12
778,First_778,Last_778,Cashier,778,2024-05-04
779,First_779,Last_779,Cashier,779,2022-08-23
780,First_780,Last_780,Technician,780,2023-04-26
781,First_781,Last_781,Sales Rep,781,2023-02-04
782,First_782,Last_782,Sales Rep,782,2023-04-07
783,First_783,Last_783,Technician,783,2024-04-21
784,First_784,Last_784,Manager,784,2022-12-10
785,First_785,Last_785,Manager,785,2023-04-16
786,First_786,Last_786,Cashier,786,2024-03-09
787,First_787,Last_787,Technician,787,2023-04-11
788,First_788,Last_788,Cashier,788,2022-06-11
789,First_789,Last_789,Technician,789,2023-06-14
790,First_790,Last_790,Technician,790,2023-07-15
791,First_791,Last_791,Cashier,791,2022-05-31
792,First_792,Last_792,Sales Rep,792,2023-03-27
793,First_793,Last_793,Sales Rep,793,2024-07-15
794,First_794,Last_794,Sales Rep,794,2023-02-26
795,First_795,Last_795,Technician,795,2022-12-16
796,First_796,Last_796,Sales Rep,796,2024-04-27
797,First_797,Last_797,Cashier,797,2024-05-29
798,First_798,Last_798,Sales Rep,798,2023-03-21
799,First_799,Last_799,Cashier,799,2022-04-28
800,First_800,Last_800,Manager,800,2022-07-02
801,First_801,Last_801,Manager,801,2024-04-29
802,First_802,Last_802,Technician,802,2024-03-23
803,First_803,Last_803,Cashier,803,2022-08-27
804,First_804,Last_804,Sales Rep,804,2023-11-19
805,First_805,Last_805,Manager,805,2023-06-06
806,First_806,Last_806,Sales Rep,806,2024-05-22
807,First_807,Last_807,Sales Rep,807,2023-06-06
808,First_808,Last_808,Manager,808,2023-07-06
809,First_809,Last_809,Sales Rep,809,2023-02-11
810,First_810,Last_810,Manager,810,2024-05-04
811,First_811,Last_811,Sales Rep,811,2022-03-26
812,First_812,Last_812,Technician,812,2022-09-26
813,First_813,Last_813,Manager,813,2024-03-10
814,First_814,Last_814,Technician,814,2022-09-04
815,First_815,Last_815,Technician,815,2024-06-30
816,First_816,Last_816,Cashier,816,2022-11-28
817,First_817,Last_817,Manager,817,2023-01-29
818,First_818,Last_818,Sales Rep,818,2024-02-12
819,First_819,Last_819,Sales Rep,819,2022-02-17
820,First_820,Last_820,Manager,820,2022-08-28
821,First_821,Last_821,Cashier,821,2022-06-14
822,First_822,Last_822,Sales Rep,822,2023-06-16
823,First_823,Last_823,Sales Rep,823,2022-02-13
824,First_824,Last_824,Cashier,824,2023-05-24
825,First_825,Last_825,Manager,825,2022-12-16
826,First_826,Last_826,Cashier,826,2022-03-09
827,First_827,Last_827,Manager,827,2023-12-28
828,First_828,Last_828,Technician,828,2022-03-01
829,First_829,Last_829,Cashier,829,2023-09-07
830,First_830,Last_830,Manager,830,2023-07-13
831,First_831,Last_831,Technician,831,2022-03-05
832,First_832,Last_832,Technician,832,2024-04-28
833,First_833,Last_833,Sales Rep,833,2023-10-07
834,First_834,Last_834,Sales Rep,834,2022-06-13
835,First_835,Last_835,Cashier,835,2022-10-01
836,First_836,Last_836,Sales Rep,836,2023-03-25
837,First_837,Last_837,Manager,837,2024-02-13
838,First_838,Last_838,Technician,838,2024-02-21
839,First_839,Last_839,Cashier,839,2024-01-24
840,First_840,Last_840,Technician,840,2024-06-01
841,First_841,Last_841,Cashier,841,2023-05-24
842,First_842,Last_842,Sales Rep,842,2023-08-03
843,First_843,Last_843,Cashier,843,2023-12-28
844,First_844,Last_844,Manager,844,2022-08-23
845,First_845,Last_845,Technician,845,2022-08-09
846,First_846,Last_846,Sales Rep,846,2022-05-26
847,First_847,Last_847,Technician,847,2023-11-15
848,First_848,Last_848,Technician,848,2024-03-13
849,First_849,Last_849,Manager,849,2024-03-03
850,First_850,Last_850,Manager,850,2023-08-18
851,First_851,Last_851,Manager,851,2024-01-30
852,First_852,Last_852,Manager,852,2023-12-26
853,First_853,Last_853,Technician,853,2022-12-06
854,First_854,Last_854,Manager,854,2023-07-23
855,First_855,Last_855,Sales Rep,855,2023-03-13
856,First_856,Last_856,Manager,856,2022-08-07
857,First_857,Last_857,Technician,857,2022-07-23
858,First_858,Last_858,Sales Rep,858,2023-09-30
859,First_859,Last_859,Technician,859,2024-04-22
860,First_860,Last_860,Manager,860,2022-05-01
861,First_861,Last_861,Cashier,861,2022-06-10
862,First_862,Last_862,Technician,862,2024-02-11
863,First_863,Last_863,Cashier,863,2023-02-16
864,First_864,Last_864,Sales Rep,864,2023-10-02
865,First_865,Last_865,Manager,865,2023-02-04
866,First_866,Last_866,Technician,866,2024-01-07
867,First_867,Last_867,Manager,867,2022-11-04
868,First_868,Last_868,Manager,868,2024-06-15
869,First_869,Last_869,Sales Rep,869,2022-06-25
870,First_870,Last_870,Cashier,870,2022-05-23
871,First_871,Last_871,Sales Rep,871,2022-05-20
872,First_872,Last_872,Technician,872,2023-01-05
873,First_873,Last_873,Manager,873,2023-09-24
874,First_874,Last_874,Sales Rep,874,2022-12-28
875,First_875,Last_875,Technician,875,2023-06-26
876,First_876,Last_876,Manager,876,2022-08-01
877,First_877,Last_877,Technician,877,2022-02-24
878,First_878,Last_878,Technician,878,2024-05-15
879,First_879,Last_879,Technician,879,2022-05-22
880,First_880,Last_880,Sales Rep,880,2022-03-05
881,First_881,Last_881,Manager,881,2022-04-03
882,First_882,Last_882,Manager,882,2023-08-30
883,First_883,Last_883,Sales Rep,883,2022-12-24
884,First_884,Last_884,Manager,884,2023-05-01
885,First_885,Last_885,Sales Rep,885,2023-09-28
886,First_886,Last_886,Sales Rep,886,2022-03-13
887,First_887,Last_887,Cashier,887,2023-03-08
888,First_888,Last_888,Sales Rep,888,2022-10-13
889,First_889,Last_889,Cashier,889,2022-06-19
890,First_890,Last_890,Technician,890,2024-04-05
891,First_891,Last_891,Sales Rep,891,2022-11-14
892,First_892,Last_892,Cashier,892,2024-03-12
893,First_893,Last_893,Sales Rep,893,2023-01-23
894,First_894,Last_894,Sales Rep,894,2023-11-19
895,First_895,Last_895,Manager,895,2022-05-29
896,First_896,Last_896,Manager,896,2024-02-03
897,First_897,Last_897,Sales Rep,897,2023-03-08
898,First_898,Last_898,Manager,898,2024-02-07
899,First_899,Last_899,Manager,899,2023-05-08
900,First_900,Last_900,Manager,900,2022-05-31
901,First_901,Last_901,Technician,901,2024-07-02
902,First_902,Last_902,Cashier,902,2022-09-27
903,First_903,Last_903,Cashier,903,2022-12-04
904,First_904,Last_904,Manager,904,2022-08-09
905,First_905,Last_905,Technician,905,2023-02-15
906,First_906,Last_906,Technician,906,2023-08-15
907,First_907,Last_907,Cashier,907,2022-08-21
908,First_908,Last_908,Manager,908,2024-01-27
909,First_909,Last_909,Technician,909,2023-10-20
910,First_910,Last_910,Sales Rep,910,2022-11-13
911,First_911,Last_911,Technician,911,2023-10-18
912,First_912,Last_912,Technician,912,2022-06-11
913,First_913,Last_913,Manager,913,2022-07-06
914,First_914,Last_914,Cashier,914,2023-11-05
915,First_915,Last_915,Sales Rep,915,2024-03-12
916,First_916,Last_916,Technician,916,2024-02-19
917,First_917,Last_917,Manager,917,2023-06-12
918,First_918,Last_918,Sales Rep,918,2022-03-17
919,First_919,Last_919,Sales Rep,919,2023-09-14
920,First_920,Last_920,Sales Rep,920,2023-02-10
921,First_921,Last_921,Technician,921,2024-03-14
922,First_922,Last_922,Sales Rep,922,2023-06-28
923,First_923,Last_923,Cashier,923,2022-06-18
924,First_924,Last_924,Cashier,924,2022-07-07
925,First_925,Last_925,Cashier,925,2023-11-13
926,First_926,Last_926,Manager,926,2024-03-30
927,First_927,Last_927,Manager,927,2023-05-08
928,First_928,Last_928,Cashier,928,2022-05-31
929,First_929,Last_929,Manager,929,2022-10-19
930,First_930,Last_930,Technician,930,2023-10-21
931,First_931,Last_931,Manager,931,2024-07-20
932,First_932,Last_932,Manager,932,2022-03-14
933,First_933,Last_933,Manager,933,2022-07-31
934,First_934,Last_934,Technician,934,2023-01-18
935,First_935,Last_935,Technician,935,2023-06-11
936,First_936,Last_936,Cashier,936,2022-04-25
937,First_937,Last_937,Manager,937,2023-07-31
938,First_938,Last_938,Sales Rep,938,2023-04-14
939,First_939,Last_939,Technician,939,2022-11-30
940,First_940,Last_940,Technician,940,2023-07-20
941,First_941,Last_941,Technician,941,2022-08-02
942,First_942,Last_942,Technician,942,2022-08-02
943,First_943,Last_943,Manager,943,2024-04-17
944,First_944,Last_944,Sales Rep,944,2023-06-23
945,First_945,Last_945,Manager,945,2024-03-21
946,First_946,Last_946,Manager,946,2022-10-09
947,First_947,Last_947,Technician,947,2024-06-16
948,First_948,Last_948,Technician,948,2022-07-07
949,First_949,Last_949,Sales Rep,949,2023-10-19
950,First_950,Last_950,Technician,950,2022-10-25
951,First_951,Last_951,Sales Rep,951,2022-04-22
952,First_952,Last_952,Cashier,952,2023-05-03
953,First_953,Last_953,Cashier,953,2023-12-30
954,First_954,Last_954,Technician,954,2022-08-31
955,First_955,Last_955,Manager,955,2024-06-09
956,First_956,Last_956,Technician,956,2023-08-03
957,First_957,Last_957,Technician,957,2024-06-16
958,First_958,Last_958,Technician,958,2024-02-24
959,First_959,Last_959,Cashier,959,2023-10-05
960,First_960,Last_960,Manager,960,2024-06-09
961,First_961,Last_961,Sales Rep,961,2022-12-27
962,First_962,Last_962,Manager,962,2022-10-27
963,First_963,Last_963,Cashier,963,2022-10-07
964,First_964,Last_964,Technician,964,2023-10-22
965,First_965,Last_965,Technician,965,2023-09-02
966,First_966,Last_966,Cashier,966,2024-03-11
967,First_967,Last_967,Cashier,967,2022-06-13
968,First_968,Last_968,Manager,968,2024-05-20
969,First_969,Last_969,Manager,969,2023-07-26
970,First_970,Last_970,Technician,970,2023-03-26
971,First_971,Last_971,Manager,971,2023-07-17
972,First_972,Last_972,Technician,972,2022-04-16
973,First_973,Last_973,Sales Rep,973,2023-07-16
974,First_974,Last_974,Sales Rep,974,2023-08-08
975,First_975,Last_975,Technician,975,2023-07-27
976,First_976,Last_976,Manager,976,2022-11-23
977,First_977,Last_977,Sales Rep,977,2022-03-08
978,First_978,Last_978,Cashier,978,2022-07-27
979,First_979,Last_979,Cashier,979,2023-06-24
980,First_980,Last_980,Sales Rep,980,2022-09-19
981,First_981,Last_981,Technician,981,2023-05-20
982,First_982,Last_982,Sales Rep,982,2023-05-24
983,First_983,Last_983,Sales Rep,983,2022-12-19
984,First_984,Last_984,Cashier,984,2022-02-24
985,First_985,Last_985,Manager,985,2024-07-20
986,First_986,Last_986,Sales Rep,986,2023-06-22
987,First_987,Last_987,Sales Rep,987,2023-01-09
988,First_988,Last_988,Technician,988,2022-02-27
989,First_989,Last_989,Sales Rep,989,2023-09-24
990,First_990,Last_990,Sales Rep,990,2023-07-03
991,First_991,Last_991,Technician,991,2024-06-03
992,First_992,Last_992,Sales Rep,992,2022-03-29
993,First_993,Last_993,Sales Rep,993,2024-01-05
994,First_994,Last_994,Sales Rep,994,2023-10-04
995,First_995,Last_995,Sales Rep,995,2022-09-18
996,First_996,Last_996,Sales Rep,996,2022-12-04
997,First_997,Last_997,Sales Rep,997,2022-04-06
998,First_998,Last_998,Cashier,998,2023-06-08
999,First_999,Last_999,Manager,999,2023-02-14
1000,First_1000,Last_1000,Manager,1000,2024-02-10
1001,First_1001,Last_1001,Technician,1001,2022-09-19
1002,First_1002,Last_1002,Cashier,1002,2023-12-19
1003,First_1003,Last_1003,Technician,1003,2024-03-01
1004,First_1004,Last_1004,Cashier,1004,2023-03-12
1005,First_1005,Last_1005,Cashier,1005,2022-04-05
1006,First_1006,Last_1006,Sales Rep,1006,2022-09-17
1007,First_1007,Last_1007,Cashier,1007,2022-04-03
1008,First_1008,Last_1008,Cashier,1008,2022-10-10
1009,First_1009,Last_1009,Cashier,1009,2023-03-07
1010,First_1010,Last_1010,Sales Rep,1010,2023-07-20
1011,First_1011,Last_1011,Technician,1011,2023-06-22
1012,First_1012,Last_1012,Manager,1012,2022-06-25
1013,First_1013,Last_1013,Technician,1013,2024-04-02
1014,First_1014,Last_1014,Manager,1014,2023-11-04
1015,First_1015,Last_1015,Cashier,1015,2022-10-23
1016,First_1016,Last_1016,Technician,1016,2023-10-28
1017,First_1017,Last_1017,Manager,1017,2023-03-26
1018,First_1018,Last_1018,Sales Rep,1018,2023-12-11
1019,First_1019,Last_1019,Cashier,1019,2024-03-14
1020,First_1020,Last_1020,Sales Rep,1020,2023-12-21
1021,First_1021,Last_1021,Cashier,1021,2022-07-31
1022,First_1022,Last_1022,Manager,1022,2022-12-10
1023,First_1023,Last_1023,Cashier,1023,2023-08-30
1024,First_1024,Last_1024,Sales Rep,1024,2023-11-29
1025,First_1025,Last_1025,Cashier,1025,2022-10-29
1026,First_1026,Last_1026,Technician,1026,2023-03-28
1027,First_1027,Last_1027,Technician,1027,2022-04-16
1028,First_1028,Last_1028,Manager,1028,2022-12-07
1029,First_1029,Last_1029,Sales Rep,1029,2023-10-18
1030,First_1030,Last_1030,Cashier,1030,2022-08-06
1031,First_1031,Last_1031,Cashier,1031,2024-02-12
1032,First_1032,Last_1032,Cashier,1032,2022-05-15
1033,First_1033,Last_1033,Manager,1033,2024-04-23
1034,First_1034,Last_1034,Cashier,1034,2022-06-24
1035,First_1035,Last_1035,Manager,1035,2022-07-05
1036,First_1036,Last_1036,Sales Rep,1036,2022-08-14
1037,First_1037,Last_1037,Technician,1037,2022-04-12
1038,First_1038,Last_1038,Technician,1038,2023-09-23
1039,First_1039,Last_1039,Manager,1039,2022-05-13
1040,First_1040,Last_1040,Sales Rep,1040,2022-07-21
1041,First_1041,Last_1041,Cashier,1041,2023-01-24
1042,First_1042,Last_1042,Technician,1042,2024-01-27
1043,First_1043,Last_1043,Cashier,1043,2022-07-17
1044,First_1044,Last_1044,Sales Rep,1044,2024-03-07
1045,First_1045,Last_1045,Sales Rep,1045,2022-02-19
1046,First_1046,Last_1046,Technician,1046,2022-06-12
1047,First_1047,Last_1047,Sales Rep,1047,2022-09-10
1048,First_1048,Last_1048,Manager,1048,2023-04-12
1049,First_1049,Last_1049,Technician,1049,2023-10-19
1050,First_1050,Last_1050,Manager,1050,2024-05-15
1051,First_1051,Last_1051,Sales Rep,1051,2023-12-26
1052,First_1052,Last_1052,Cashier,1052,2022-06-04
1053,First_1053,Last_1053,Cashier,1053,2022-06-03
1054,First_1054,Last_1054,Manager,1054,2022-09-03
1055,First_1055,Last_1055,Technician,1055,2023-10-11
1056,First_1056,Last_1056,Sales Rep,1056,2024-03-28
1057,First_1057,Last_1057,Cashier,1057,2022-10-30
1058,First_1058,Last_1058,Manager,1058,2022-06-03
1059,First_1059,Last_1059,Sales Rep,1059,2022-10-16
1060,First_1060,Last_1060,Manager,1060,2022-03-01
1061,First_1061,Last_1061,Sales Rep,1061,2022-03-09
1062,First_1062,Last_1062,Sales Rep,1062,2023-01-14
1063,First_1063,Last_1063,Manager,1063,2023-10-24
1064,First_1064,Last_1064,Manager,1064,2023-03-10
1065,First_1065,Last_1065,Cashier,1065,2022-04-01
1066,First_1066,Last_1066,Cashier,1066,2022-03-12
1067,First_1067,Last_1067,Manager,1067,2022-12-10
1068,First_1068,Last_1068,Cashier,1068,2023-12-05
1069,First_1069,Last_1069,Sales Rep,1069,2022-07-21
1070,First_1070,Last_1070,Cashier,1070,2022-07-09
1071,First_1071,Last_1071,Sales Rep,1071,2023-09-17
1072,First_1072,Last_1072,Manager,1072,2024-05-20
1073,First_1073,Last_1073,Cashier,1073,2024-05-04
1074,First_1074,Last_1074,Technician,1074,2022-07-31
1075,First_1075,Last_1075,Technician,1075,2022-07-18
1076,First_1076,Last_1076,Manager,1076,2024-04-08
1077,First_1077,Last_1077,Manager,1077,2023-10-12
1078,First_1078,Last_1078,Technician,1078,2022-10-11
1079,First_1079,Last_1079,Manager,1079,2022-11-14
1080,First_1080,Last_1080,Cashier,1080,2024-01-06
1081,First_1081,Last_1081,Sales Rep,1081,2023-01-09
1082,First_1082,Last_1082,Sales Rep,1082,2022-11-08
1083,First_1083,Last_1083,Technician,1083,2023-04-16
1084,First_1084,Last_1084,Technician,1084,2024-07-02
1085,First_1085,Last_1085,Cashier,1085,2022-10-05
1086,First_1086,Last_1086,Sales Rep,1086,2023-04-27
1087,First_1087,Last_1087,Sales Rep,1087,2022-07-25
1088,First_1088,Last_1088,Cashier,1088,2023-09-06
1089,First_1089,Last_1089,Manager,1089,2023-09-24
1090,First_1090,Last_1090,Technician,1090,2022-02-25
1091,First_1091,Last_1091,Manager,1091,2023-10-23
1092,First_1092,Last_1092,Sales Rep,1092,2023-12-20
1093,First_1093,Last_1093,Sales Rep,1093,2023-09-24
1094,First_1094,Last_1094,Cashier,1094,2022-12-03
1095,First_1095,Last_1095,Manager,1095,2022-10-22
1096,First_1096,Last_1096,Sales Rep,1096,2023-06-03
1097,First_1097,Last_1097,Technician,1097,2022-05-21
1098,First_1098,Last_1098,Manager,1098,2023-01-03
1099,First_1099,Last_1099,Technician,1099,2023-01-26
